35700075043800100036-LL1	MADLL1			Calle de San Bernardo	MADRID	28015	ES				SameDay Drop off	40.4255226043509,-3.70733024253889				28004			1
35700093717800100032-LL1	MADLL1			Calle del Espíritu Santo	MADRID	28004	ES				SameDay Drop off	40.4253508,-3.7047633				28004			1
38230964798600100031-LL1	MADLL1			Calle de las Aguas	MADRID	28005	ES				SameDay Drop off	40.4107101,-3.7119193				28004			1
38230969061700100030-LL1	MADLL1			Calle de Rodríguez San Pedro	MADRID	28015	ES				SameDay Drop off	40.4318199974166,-3.71427585468716				28004			1
38230974960300100032-LL1	MADLL1			Calle de la Encarnación	MADRID	28013	ES				SameDay Drop off	40.4201941,-3.7112453				28004			1
38230980503500100030-LL1	MADLL1			Calle de la Madera	MADRID	28004	ES				SameDay Drop off	40.4237397,-3.7035543				28004			1
38230984165100100030-LL1	MADLL1			Callejón del Mellizo	MADRID	28005	ES				SameDay Drop off	40.4077341,-3.7090963				28004			1
35700104974100100031-LL1	MADLL1			Ronda de Segovia	MADRID	28005	ES				SameDay Drop off	40.4085014,-3.7158973				28004			1
35700106697400100034-LL1	MADLL1			Calle de la Encarnación	MADRID	28013	ES				SameDay Drop off	40.4204263,-3.7114436				28004			1
35700107358100100036-LL1	MADLL1			Calle de Fray Luis de León	MADRID	28012	ES				SameDay Drop off	40.4037498,-3.6978676				28004			1
35700115018500100034-LL1	MADLL1			Calle de Calatrava	MADRID	28005	ES				SameDay Drop off	40.4092599825977,-3.71219999329756				28004			1
35700115864600100036-LL1	MADLL1			Calle de Baños de Montemayor	MADRID	28005	ES				SameDay Drop off	40.3984459,-3.7030837				28004			1
35700120743100100031-LL1	MADLL1			Calle del Tesoro	MADRID	28004	ES				SameDay Drop off	40.4249876,-3.7055503				28004			1
35700124508900100034-LL1	MADLL1			Calle de Moratines	MADRID	28005	ES				SameDay Drop off	40.4025428,-3.7041818				28004			1
35700132451300100038-LL1	MADLL1			Calle de Joaquín María López	MADRID	28015	ES				SameDay Drop off	40.4377494,-3.712296				28004			1
35700132892300100039-LL1	MADLL1			Calle de Alberto Aguilera	MADRID	28015	ES				SameDay Drop off	40.4296987,-3.7085784				28004			1
35700134207300100039-LL1	MADLL1			Calle de Fernández de los Ríos	MADRID	28015	ES				SameDay Drop off	40.4356331,-3.7149278				28004			1
35700135622300100039-LL1	MADLL1			Calle de Colón	MADRID	28004	ES				SameDay Drop off	40.4239381,-3.7014398				28004			1
35700145963100100032-LL1	MADLL1			Calle Hilarión Eslava	MADRID	28015	ES				SameDay Drop off	40.4331554118298,-3.71667221883246				28004			1
35700148519800100031-LL1	MADLL1			Calle Donoso Cortés	MADRID	28015	ES				SameDay Drop off	40.4366100069306,-3.71593002402966				28004			1
35700149094500100035-LL1	MADLL1			Avenida del Monasterio de Silos	MADRID	28012	ES				SameDay Drop off	40.5037093,-3.6988769				28004			1
35700150627900100037-LL1	MADLL1			Calle de Sebastián Herrera	MADRID	28012	ES				SameDay Drop off	40.4037645,-3.7002338				28004			1
