id;Name;url_exist;url;shapefile_exist;shapefile_path;area (km2);centroid_latitude_x;centroid_latitude_y;avg_size;total_services;
1;Madrid;1;https://datos.madrid.es/egob/catalogo/300229-0-trafico-madrid-central.zip;0;/SHAPEFILE/Madrid_Central.shp;;;;1;223;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
